event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2024-01-01T22:01:45.000000,view,76492,1002,electronics.audio.headphone,apple,34.14,100872,9c2a234f-8bb4-46a5-acb7-8daa67535c1c
2024-01-01T22:02:44.000000,view,76492,1002,electronics.audio.headphone,apple,34.14,100872,9c2a234f-8bb4-46a5-acb7-8daa67535c1c
2024-01-01T22:03:07.000000,cart,76492,1002,electronics.audio.headphone,apple,34.14,100872,9c2a234f-8bb4-46a5-acb7-8daa67535c1c
2024-01-01T22:04:26.000000,purchase,76492,1002,electronics.audio.headphone,apple,34.14,100872,9c2a234f-8bb4-46a5-acb7-8daa67535c1c
2024-01-02T09:00:00.000000,view,65674,1003,appliances.kitchen.refrigerators,bosch,911.01,100762,84c5ec6a-a4d7-4685-99c3-cb1001068414
2024-01-02T09:00:17.000000,view,65674,1003,appliances.kitchen.refrigerators,bosch,911.01,100762,84c5ec6a-a4d7-4685-99c3-cb1001068414
2024-01-02T09:02:21.000000,view,65674,1003,appliances.kitchen.refrigerators,bosch,911.01,100762,84c5ec6a-a4d7-4685-99c3-cb1001068414
2024-01-02T09:03:53.000000,view,65674,1003,appliances.kitchen.refrigerators,bosch,911.01,100762,84c5ec6a-a4d7-4685-99c3-cb1001068414
2024-01-02T10:00:00.000000,view,75165,1005,apparel.shoes,asus,149.81,100436,cdfa5644-3440-4026-bc70-e0593f1f1536
2024-01-02T10:00:00.000000,view,84669,1001,electronics.smartphone,samsung,319.16,100690,5749e674-ef57-4981-9801-65c5c45091b3
2024-01-02T10:01:02.000000,view,84669,1001,electronics.smartphone,samsung,319.16,100690,5749e674-ef57-4981-9801-65c5c45091b3
2024-01-02T10:03:01.000000,view,84669,1001,electronics.smartphone,samsung,319.16,100690,5749e674-ef57-4981-9801-65c5c45091b3
2024-01-02T10:04:27.000000,view,84669,1001,electronics.smartphone,samsung,319.16,100690,5749e674-ef57-4981-9801-65c5c45091b3
2024-01-02T11:00:00.000000,view,96477,1003,appliances.kitchen.refrigerators,nike,1087.21,100296,01f8269a-b8c5-4250-b354-dc67da185877
2024-01-02T12:00:00.000000,view,89652,1006,auto.accessories,apple,16.68,100746,cbe95f9c-f6b4-41f9-9ccc-44ef866d047c
2024-01-02T12:01:39.000000,cart,89652,1006,auto.accessories,apple,16.68,100746,cbe95f9c-f6b4-41f9-9ccc-44ef866d047c
2024-01-02T14:00:00.000000,view,64170,1006,auto.accessories,asus,145.93,100660,9784cec0-b5ff-4bbf-adfc-de86988fcf7d
2024-01-02T14:00:00.000000,view,93968,1006,auto.accessories,samsung,33.98,100907,d4875b72-13ae-43c7-82a3-11ef994f8989
2024-01-02T14:01:01.000000,view,93968,1006,auto.accessories,samsung,33.98,100907,d4875b72-13ae-43c7-82a3-11ef994f8989
2024-01-02T14:01:12.000000,view,93968,1006,auto.accessories,samsung,33.98,100907,d4875b72-13ae-43c7-82a3-11ef994f8989
2024-01-02T14:01:50.000000,view,93968,1006,auto.accessories,samsung,33.98,100907,d4875b72-13ae-43c7-82a3-11ef994f8989
2024-01-02T15:00:00.000000,view,89396,1006,auto.accessories,samsung,123.12,100136,fe91d099-1bb4-45f3-987f-b04268e60ca5
2024-01-02T15:01:14.000000,view,89396,1006,auto.accessories,samsung,123.12,100136,fe91d099-1bb4-45f3-987f-b04268e60ca5
2024-01-02T18:00:00.000000,view,80755,1005,apparel.shoes,bosch,176.3,100143,dfe37fc4-c6a9-4908-bf3f-b10c4c705706
2024-01-02T18:00:29.000000,view,80755,1005,apparel.shoes,bosch,176.3,100143,dfe37fc4-c6a9-4908-bf3f-b10c4c705706
2024-01-02T18:02:44.000000,cart,80755,1005,apparel.shoes,bosch,176.3,100143,dfe37fc4-c6a9-4908-bf3f-b10c4c705706
2024-01-02T20:03:40.000000,view,68300,1005,apparel.shoes,nike,52.82,100591,f9afc2c6-3ebc-40f7-a224-996639fa47f8
2024-01-02T20:05:12.000000,cart,68300,1005,apparel.shoes,nike,52.82,100591,f9afc2c6-3ebc-40f7-a224-996639fa47f8
2024-01-02T22:03:24.000000,view,83148,1004,computers.notebook,apple,1775.83,100390,9b276be1-da92-466e-9d7a-d296bd5820fa
2024-01-02T22:03:41.000000,view,74814,1005,apparel.shoes,nike,104.52,100143,2a270c37-ab23-4d2e-b062-b6c04308fb2f
2024-01-02T22:04:05.000000,cart,83148,1004,computers.notebook,apple,1775.83,100390,9b276be1-da92-466e-9d7a-d296bd5820fa
2024-01-02T22:04:11.000000,view,74814,1005,apparel.shoes,nike,104.52,100143,2a270c37-ab23-4d2e-b062-b6c04308fb2f
2024-01-03T08:00:00.000000,view,83524,1003,appliances.kitchen.refrigerators,apple,2250.21,100361,ad02e538-d80c-4de9-9fef-12381b533c90
2024-01-03T08:00:46.000000,view,83524,1003,appliances.kitchen.refrigerators,apple,2250.21,100361,ad02e538-d80c-4de9-9fef-12381b533c90
2024-01-03T08:00:56.000000,view,83524,1003,appliances.kitchen.refrigerators,apple,2250.21,100361,ad02e538-d80c-4de9-9fef-12381b533c90
2024-01-03T08:02:03.000000,view,83524,1003,appliances.kitchen.refrigerators,apple,2250.21,100361,ad02e538-d80c-4de9-9fef-12381b533c90
2024-01-03T08:02:19.000000,cart,83524,1003,appliances.kitchen.refrigerators,apple,2250.21,100361,ad02e538-d80c-4de9-9fef-12381b533c90
2024-01-03T08:03:23.000000,purchase,83524,1003,appliances.kitchen.refrigerators,apple,2250.21,100361,ad02e538-d80c-4de9-9fef-12381b533c90
2024-01-03T09:00:00.000000,view,51243,1005,apparel.shoes,samsung,83.99,100290,0c74ac01-5b5b-4dbb-8fa7-96e103886e56
2024-01-03T09:01:12.000000,view,51243,1005,apparel.shoes,samsung,83.99,100290,0c74ac01-5b5b-4dbb-8fa7-96e103886e56
2024-01-03T14:00:00.000000,view,85685,1003,appliances.kitchen.refrigerators,lg,2019.16,100121,4c16c144-ea57-40e1-9ec2-11625f6b1665
2024-01-03T14:00:00.000000,view,75063,1006,auto.accessories,nike,147.6,100976,9377f3a0-1cd2-4ce7-a06f-516f0693ffd7
2024-01-03T14:02:34.000000,view,85685,1003,appliances.kitchen.refrigerators,lg,2019.16,100121,4c16c144-ea57-40e1-9ec2-11625f6b1665
2024-01-03T14:02:47.000000,view,75063,1006,auto.accessories,nike,147.6,100976,9377f3a0-1cd2-4ce7-a06f-516f0693ffd7
2024-01-03T14:03:20.000000,view,75063,1006,auto.accessories,nike,147.6,100976,9377f3a0-1cd2-4ce7-a06f-516f0693ffd7
2024-01-03T14:03:34.000000,view,75063,1006,auto.accessories,nike,147.6,100976,9377f3a0-1cd2-4ce7-a06f-516f0693ffd7
2024-01-03T14:04:52.000000,view,85685,1003,appliances.kitchen.refrigerators,lg,2019.16,100121,4c16c144-ea57-40e1-9ec2-11625f6b1665
2024-01-03T14:06:24.000000,cart,85685,1003,appliances.kitchen.refrigerators,lg,2019.16,100121,4c16c144-ea57-40e1-9ec2-11625f6b1665
2024-01-03T14:07:02.000000,purchase,85685,1003,appliances.kitchen.refrigerators,lg,2019.16,100121,4c16c144-ea57-40e1-9ec2-11625f6b1665
2024-01-03T15:00:00.000000,view,59110,1006,auto.accessories,xiaomi,125.3,100258,17a7b897-e007-4da2-9e61-d4fb471557af
2024-01-03T15:00:54.000000,view,59110,1006,auto.accessories,xiaomi,125.3,100258,17a7b897-e007-4da2-9e61-d4fb471557af
2024-01-03T15:02:21.000000,view,59110,1006,auto.accessories,xiaomi,125.3,100258,17a7b897-e007-4da2-9e61-d4fb471557af
2024-01-03T16:00:00.000000,view,63203,1003,appliances.kitchen.refrigerators,asus,2074.18,100123,92c9d51d-7c0c-47f9-b743-7086049b7cd8
2024-01-03T16:00:55.000000,view,63203,1003,appliances.kitchen.refrigerators,asus,2074.18,100123,92c9d51d-7c0c-47f9-b743-7086049b7cd8
2024-01-03T16:02:27.000000,view,63203,1003,appliances.kitchen.refrigerators,asus,2074.18,100123,92c9d51d-7c0c-47f9-b743-7086049b7cd8
2024-01-03T16:02:52.000000,cart,63203,1003,appliances.kitchen.refrigerators,asus,2074.18,100123,92c9d51d-7c0c-47f9-b743-7086049b7cd8
2024-01-03T18:00:00.000000,view,94944,1001,electronics.smartphone,asus,967.23,100035,5023d1de-5229-42b4-8f53-c049fcd8762a
2024-01-03T18:00:00.000000,view,82715,1002,electronics.audio.headphone,asus,83.56,100267,492b2363-518e-4b56-b81d-4df8fe523fbc
2024-01-03T18:00:00.000000,view,80089,1001,electronics.smartphone,apple,1123.56,100373,b60fc71c-3163-4ea0-a7bc-6cf5de02e831
2024-01-03T18:00:00.000000,view,77161,1004,computers.notebook,samsung,3122.38,100725,997677b7-e457-42de-a6b1-591e89b9ca6e
2024-01-03T18:00:17.000000,cart,77161,1004,computers.notebook,samsung,3122.38,100725,997677b7-e457-42de-a6b1-591e89b9ca6e
2024-01-03T18:00:37.000000,cart,80089,1001,electronics.smartphone,apple,1123.56,100373,b60fc71c-3163-4ea0-a7bc-6cf5de02e831
2024-01-03T18:01:18.000000,view,82715,1002,electronics.audio.headphone,asus,83.56,100267,492b2363-518e-4b56-b81d-4df8fe523fbc
2024-01-03T18:02:08.000000,purchase,77161,1004,computers.notebook,samsung,3122.38,100725,997677b7-e457-42de-a6b1-591e89b9ca6e
2024-01-03T18:04:11.000000,view,82715,1002,electronics.audio.headphone,asus,83.56,100267,492b2363-518e-4b56-b81d-4df8fe523fbc
2024-01-03T18:04:22.000000,view,73913,1005,apparel.shoes,bosch,193.69,100123,7228c3c8-e396-412a-8148-954536623e6a
2024-01-03T18:06:37.000000,view,82715,1002,electronics.audio.headphone,asus,83.56,100267,492b2363-518e-4b56-b81d-4df8fe523fbc
2024-01-03T18:07:21.000000,view,73913,1005,apparel.shoes,bosch,193.69,100123,7228c3c8-e396-412a-8148-954536623e6a
2024-01-03T18:09:12.000000,view,73913,1005,apparel.shoes,bosch,193.69,100123,7228c3c8-e396-412a-8148-954536623e6a
2024-01-03T18:11:52.000000,cart,73913,1005,apparel.shoes,bosch,193.69,100123,7228c3c8-e396-412a-8148-954536623e6a
2024-01-03T18:12:45.000000,purchase,73913,1005,apparel.shoes,bosch,193.69,100123,7228c3c8-e396-412a-8148-954536623e6a
2024-01-03T19:00:00.000000,view,64194,1003,appliances.kitchen.refrigerators,apple,1288.25,100157,34600c15-c93d-45aa-958d-8204516ff58f
2024-01-03T19:02:13.000000,view,64194,1003,appliances.kitchen.refrigerators,apple,1288.25,100157,34600c15-c93d-45aa-958d-8204516ff58f
2024-01-03T19:03:06.000000,view,64194,1003,appliances.kitchen.refrigerators,apple,1288.25,100157,34600c15-c93d-45aa-958d-8204516ff58f
2024-01-03T19:04:12.000000,view,64194,1003,appliances.kitchen.refrigerators,apple,1288.25,100157,34600c15-c93d-45aa-958d-8204516ff58f
2024-01-03T20:00:00.000000,view,75919,1002,electronics.audio.headphone,lg,142.88,100581,8278b50e-cd65-4346-afc5-4b6a591c964f
2024-01-03T23:02:22.000000,view,51177,1004,computers.notebook,bosch,3310.42,100581,30826f84-c961-43dd-b08b-ae86c54a623b
2024-01-03T23:02:46.000000,view,51177,1004,computers.notebook,bosch,3310.42,100581,30826f84-c961-43dd-b08b-ae86c54a623b
2024-01-04T02:01:25.000000,view,63629,1003,appliances.kitchen.refrigerators,bosch,1159.76,100373,d7bc3cd9-d43c-4457-bb2a-e020dadc6347
2024-01-04T02:01:40.000000,view,63629,1003,appliances.kitchen.refrigerators,bosch,1159.76,100373,d7bc3cd9-d43c-4457-bb2a-e020dadc6347
2024-01-04T02:03:35.000000,view,63629,1003,appliances.kitchen.refrigerators,bosch,1159.76,100373,d7bc3cd9-d43c-4457-bb2a-e020dadc6347
2024-01-04T02:04:03.000000,view,63629,1003,appliances.kitchen.refrigerators,bosch,1159.76,100373,d7bc3cd9-d43c-4457-bb2a-e020dadc6347
2024-01-04T03:03:59.000000,view,77774,1006,auto.accessories,xiaomi,135.89,100136,f0f3d50c-27f5-4cd0-9c4d-accafe96ba5b
2024-01-04T03:06:06.000000,view,77774,1006,auto.accessories,xiaomi,135.89,100136,f0f3d50c-27f5-4cd0-9c4d-accafe96ba5b
2024-01-04T03:07:20.000000,view,77774,1006,auto.accessories,xiaomi,135.89,100136,f0f3d50c-27f5-4cd0-9c4d-accafe96ba5b
2024-01-04T08:00:00.000000,view,83947,1006,auto.accessories,nike,54.44,100908,0f5cf79a-41d7-421e-81e6-1e9eb86116b5
2024-01-04T08:00:42.000000,view,83947,1006,auto.accessories,nike,54.44,100908,0f5cf79a-41d7-421e-81e6-1e9eb86116b5
2024-01-04T08:02:31.000000,view,83947,1006,auto.accessories,nike,54.44,100908,0f5cf79a-41d7-421e-81e6-1e9eb86116b5
2024-01-04T10:00:00.000000,view,58068,1001,electronics.smartphone,lg,529.91,100621,c72b78e3-17a3-4800-bce5-2ee91df65e83
2024-01-04T10:02:12.000000,view,58068,1001,electronics.smartphone,lg,529.91,100621,c72b78e3-17a3-4800-bce5-2ee91df65e83
2024-01-04T11:00:00.000000,view,61638,1005,apparel.shoes,lg,193.68,100134,dc77e5d9-0d43-49bd-9703-fd284b50841e
2024-01-04T11:00:00.000000,view,81810,1003,appliances.kitchen.refrigerators,lg,1531.62,100268,ce6d1fe7-cb3c-4465-aba2-e27fbf15f008
2024-01-04T11:01:58.000000,view,81810,1003,appliances.kitchen.refrigerators,lg,1531.62,100268,ce6d1fe7-cb3c-4465-aba2-e27fbf15f008
2024-01-04T11:02:40.000000,view,61638,1005,apparel.shoes,lg,193.68,100134,dc77e5d9-0d43-49bd-9703-fd284b50841e
2024-01-04T11:04:53.000000,view,81810,1003,appliances.kitchen.refrigerators,lg,1531.62,100268,ce6d1fe7-cb3c-4465-aba2-e27fbf15f008
2024-01-04T11:05:11.000000,view,61638,1005,apparel.shoes,lg,193.68,100134,dc77e5d9-0d43-49bd-9703-fd284b50841e
2024-01-04T11:05:12.000000,view,81810,1003,appliances.kitchen.refrigerators,lg,1531.62,100268,ce6d1fe7-cb3c-4465-aba2-e27fbf15f008
2024-01-04T11:06:13.000000,cart,81810,1003,appliances.kitchen.refrigerators,lg,1531.62,100268,ce6d1fe7-cb3c-4465-aba2-e27fbf15f008
2024-01-04T11:06:45.000000,purchase,81810,1003,appliances.kitchen.refrigerators,lg,1531.62,100268,ce6d1fe7-cb3c-4465-aba2-e27fbf15f008
2024-01-04T11:06:50.000000,view,61638,1005,apparel.shoes,lg,193.68,100134,dc77e5d9-0d43-49bd-9703-fd284b50841e
2024-01-04T11:08:28.000000,cart,61638,1005,apparel.shoes,lg,193.68,100134,dc77e5d9-0d43-49bd-9703-fd284b50841e
2024-01-04T12:00:00.000000,view,55037,1002,electronics.audio.headphone,asus,259.15,100226,4cbf7bfb-37eb-4f35-8156-10248da99f38
2024-01-04T12:01:14.000000,view,55037,1002,electronics.audio.headphone,asus,259.15,100226,4cbf7bfb-37eb-4f35-8156-10248da99f38
2024-01-04T12:01:57.000000,view,55037,1002,electronics.audio.headphone,asus,259.15,100226,4cbf7bfb-37eb-4f35-8156-10248da99f38
2024-01-04T12:04:44.000000,cart,55037,1002,electronics.audio.headphone,asus,259.15,100226,4cbf7bfb-37eb-4f35-8156-10248da99f38
2024-01-04T12:05:31.000000,purchase,55037,1002,electronics.audio.headphone,asus,259.15,100226,4cbf7bfb-37eb-4f35-8156-10248da99f38
2024-01-04T13:06:17.000000,view,70551,1004,computers.notebook,lg,2364.01,100373,bfd17ec2-f947-428f-a994-0276ae73b36c
2024-01-04T13:07:08.000000,view,70551,1004,computers.notebook,lg,2364.01,100373,bfd17ec2-f947-428f-a994-0276ae73b36c
2024-01-04T13:08:04.000000,view,70551,1004,computers.notebook,lg,2364.01,100373,bfd17ec2-f947-428f-a994-0276ae73b36c
2024-01-04T13:09:30.000000,view,70551,1004,computers.notebook,lg,2364.01,100373,bfd17ec2-f947-428f-a994-0276ae73b36c
2024-01-04T14:00:00.000000,view,64045,1005,apparel.shoes,bosch,177.14,100135,c80c5d6f-92ea-426a-ae2d-6bb7ae110e30
2024-01-04T14:00:00.000000,view,86311,1001,electronics.smartphone,xiaomi,1161.65,100293,297ac947-da99-410c-ac47-3e4369a89065
2024-01-04T14:00:00.000000,view,70652,1003,appliances.kitchen.refrigerators,samsung,2098.66,100658,28e1f539-b044-4ba0-a90f-299a002ec165
2024-01-04T14:00:31.000000,view,70652,1003,appliances.kitchen.refrigerators,samsung,2098.66,100658,28e1f539-b044-4ba0-a90f-299a002ec165
2024-01-04T14:01:02.000000,view,64045,1005,apparel.shoes,bosch,177.14,100135,c80c5d6f-92ea-426a-ae2d-6bb7ae110e30
2024-01-04T14:01:26.000000,view,70652,1003,appliances.kitchen.refrigerators,samsung,2098.66,100658,28e1f539-b044-4ba0-a90f-299a002ec165
2024-01-04T15:00:00.000000,view,57078,1005,apparel.shoes,samsung,56.43,100303,6008899f-341c-4267-b4df-c600ac3c37ec
2024-01-04T15:00:00.000000,view,51345,1006,auto.accessories,lg,110.64,100525,b1422fc4-674c-4b45-badd-10fb98f7bcf9
2024-01-04T15:02:52.000000,view,51345,1006,auto.accessories,lg,110.64,100525,b1422fc4-674c-4b45-badd-10fb98f7bcf9
2024-01-04T15:05:21.000000,view,51345,1006,auto.accessories,lg,110.64,100525,b1422fc4-674c-4b45-badd-10fb98f7bcf9
2024-01-04T17:00:00.000000,view,62788,1005,apparel.shoes,asus,41.07,100412,6e0b0012-c1d3-4122-b163-339f70d11b68
2024-01-04T17:01:44.000000,cart,62788,1005,apparel.shoes,asus,41.07,100412,6e0b0012-c1d3-4122-b163-339f70d11b68
2024-01-04T17:03:12.000000,purchase,62788,1005,apparel.shoes,asus,41.07,100412,6e0b0012-c1d3-4122-b163-339f70d11b68
2024-01-04T18:00:00.000000,view,60379,1002,electronics.audio.headphone,nike,110.46,100029,efb5f253-a014-48cd-a1ff-42349b3ae9d6
2024-01-04T18:00:00.000000,view,95716,1002,electronics.audio.headphone,nike,42.79,100536,fe925a5b-313f-4bef-b87c-e5801201f87d
2024-01-04T18:00:00.000000,view,74527,1005,apparel.shoes,nike,41.84,100766,042f9829-fdfc-4425-8b55-fac4ed7e2030
2024-01-04T18:02:01.000000,view,74527,1005,apparel.shoes,nike,41.84,100766,042f9829-fdfc-4425-8b55-fac4ed7e2030
2024-01-04T18:03:34.000000,view,74527,1005,apparel.shoes,nike,41.84,100766,042f9829-fdfc-4425-8b55-fac4ed7e2030
2024-01-04T18:04:41.000000,view,74527,1005,apparel.shoes,nike,41.84,100766,042f9829-fdfc-4425-8b55-fac4ed7e2030
2024-01-04T18:05:57.000000,cart,74527,1005,apparel.shoes,nike,41.84,100766,042f9829-fdfc-4425-8b55-fac4ed7e2030
2024-01-04T18:07:44.000000,purchase,74527,1005,apparel.shoes,nike,41.84,100766,042f9829-fdfc-4425-8b55-fac4ed7e2030
2024-01-04T19:00:00.000000,view,59672,1003,appliances.kitchen.refrigerators,nike,789.64,100679,66b3fd1b-89a1-43d0-87fc-dc65541cf230
2024-01-04T19:02:08.000000,view,59672,1003,appliances.kitchen.refrigerators,nike,789.64,100679,66b3fd1b-89a1-43d0-87fc-dc65541cf230
2024-01-04T19:04:13.000000,view,59672,1003,appliances.kitchen.refrigerators,nike,789.64,100679,66b3fd1b-89a1-43d0-87fc-dc65541cf230
2024-01-04T19:04:56.000000,view,59672,1003,appliances.kitchen.refrigerators,nike,789.64,100679,66b3fd1b-89a1-43d0-87fc-dc65541cf230
2024-01-04T19:07:45.000000,view,80912,1001,electronics.smartphone,bosch,705.9,100121,39412404-e960-46b0-9208-45f87ae0b7a8
2024-01-04T19:08:35.000000,view,80912,1001,electronics.smartphone,bosch,705.9,100121,39412404-e960-46b0-9208-45f87ae0b7a8
2024-01-04T19:09:10.000000,cart,80912,1001,electronics.smartphone,bosch,705.9,100121,39412404-e960-46b0-9208-45f87ae0b7a8
2024-01-04T19:09:55.000000,purchase,80912,1001,electronics.smartphone,bosch,705.9,100121,39412404-e960-46b0-9208-45f87ae0b7a8
2024-01-04T20:00:00.000000,view,67200,1001,electronics.smartphone,apple,799.01,100174,b245eb42-c24b-406b-93fb-3e644d4926ef
2024-01-04T22:02:37.000000,view,72511,1001,electronics.smartphone,xiaomi,174.32,100930,f755f1c4-e4ae-4d2e-8476-f5f885add36c
2024-01-04T22:05:10.000000,view,72511,1001,electronics.smartphone,xiaomi,174.32,100930,f755f1c4-e4ae-4d2e-8476-f5f885add36c
2024-01-04T22:05:44.000000,cart,72511,1001,electronics.smartphone,xiaomi,174.32,100930,f755f1c4-e4ae-4d2e-8476-f5f885add36c
2024-01-04T22:05:58.000000,view,77672,1005,apparel.shoes,nike,50.71,100525,588853c9-aa52-481a-b5ac-5e55ee4273c3
2024-01-04T22:06:42.000000,purchase,72511,1001,electronics.smartphone,xiaomi,174.32,100930,f755f1c4-e4ae-4d2e-8476-f5f885add36c
2024-01-05T01:02:41.000000,view,83351,1002,electronics.audio.headphone,nike,95.48,100303,907b26b5-68b2-47e3-87b3-c84bfdca89f6
2024-01-05T01:04:54.000000,view,83351,1002,electronics.audio.headphone,nike,95.48,100303,907b26b5-68b2-47e3-87b3-c84bfdca89f6
2024-01-05T01:07:42.000000,view,83351,1002,electronics.audio.headphone,nike,95.48,100303,907b26b5-68b2-47e3-87b3-c84bfdca89f6
2024-01-05T01:09:45.000000,view,83351,1002,electronics.audio.headphone,nike,95.48,100303,907b26b5-68b2-47e3-87b3-c84bfdca89f6
2024-01-05T01:10:42.000000,cart,83351,1002,electronics.audio.headphone,nike,95.48,100303,907b26b5-68b2-47e3-87b3-c84bfdca89f6
2024-01-05T01:12:39.000000,purchase,83351,1002,electronics.audio.headphone,nike,95.48,100303,907b26b5-68b2-47e3-87b3-c84bfdca89f6
2024-01-05T06:05:09.000000,view,99986,1005,apparel.shoes,apple,44.36,100581,80137d7b-cdb6-4ddf-b23b-694709419ab3
2024-01-05T06:07:15.000000,view,99986,1005,apparel.shoes,apple,44.36,100581,80137d7b-cdb6-4ddf-b23b-694709419ab3
2024-01-05T06:07:43.000000,cart,99986,1005,apparel.shoes,apple,44.36,100581,80137d7b-cdb6-4ddf-b23b-694709419ab3
2024-01-05T06:09:33.000000,purchase,99986,1005,apparel.shoes,apple,44.36,100581,80137d7b-cdb6-4ddf-b23b-694709419ab3
2024-01-05T08:00:00.000000,view,82866,1005,apparel.shoes,apple,103.67,100415,2cc3d5ed-4075-43a8-b069-aef8b5bf2520
2024-01-05T08:00:00.000000,view,98486,1002,electronics.audio.headphone,bosch,206.76,100464,f82c17c2-ca60-4a0a-8af7-ba36846f6953
2024-01-05T08:00:00.000000,view,60940,1004,computers.notebook,nike,2188.28,100808,e8799821-69f3-4187-b1cf-bd3f66bcf7b9
2024-01-05T08:00:20.000000,view,82866,1005,apparel.shoes,apple,103.67,100415,2cc3d5ed-4075-43a8-b069-aef8b5bf2520
2024-01-05T08:01:10.000000,view,82866,1005,apparel.shoes,apple,103.67,100415,2cc3d5ed-4075-43a8-b069-aef8b5bf2520
2024-01-05T08:02:32.000000,view,82866,1005,apparel.shoes,apple,103.67,100415,2cc3d5ed-4075-43a8-b069-aef8b5bf2520
2024-01-05T08:02:48.000000,view,98486,1002,electronics.audio.headphone,bosch,206.76,100464,f82c17c2-ca60-4a0a-8af7-ba36846f6953
